"10.22.23.13","8443","REST","Prod","10019068","Accounting Technologies","ukprod041","","10.22.28.28:443:vs_10019068_acctech_rest_int_https:external:P23_13_14_8443;10.22.28.54:443:vs_10019552_denizen_rest_int_https:external:P23_13_14_8443;10.22.28.58:443:vs_10019568_castlight365_rest_int_https:external:P23_13_14_8443;10.22.28.64:443:vs_10019760_rnm-financial_rest_int_https:external:p23_13_14_8443;10.22.28.66:443:vs_10019556_peaks_rest_int_https:external:p23_13_14_8443;10.22.28.68:443:vs_10019152_sammediauk_rest_int_https:external:p23_13_14_8443;10.22.28.72:443:vs_10020192_sagebanking-cloud_rest_int_https:external:P23_13_14_8443;185.150.176.65:443:vs_10019068_acctech_rest_https:external:P23_13_14_8443;185.150.176.68:443:vs_10019552_denizen_rest_https:external:P23_13_14_8443;185.150.176.72:443:vs_10019568_castlight365_rest_https:external:P23_13_14_8443;185.150.176.74:443:vs_10019760_rnm-financial_rest_https:external:p23_13_14_8443;185.150.176.81:443:vs_10019556_peaks_rest_https:external:p23_13_14_8443;185.150.176.83:443:vs_10019152_sammediauk_rest_https:external:p23_13_14_8443;185.150.176.87:443:vs_10020192_sagebanking-cloud_rest_https:external:P23_13_14_8443",\N,"UP"
"10.22.23.13","8443","REST","Prod","10019072","AccountScore","ukprod041","","10.22.28.28:443:vs_10019068_acctech_rest_int_https:external:P23_13_14_8443;10.22.28.54:443:vs_10019552_denizen_rest_int_https:external:P23_13_14_8443;10.22.28.58:443:vs_10019568_castlight365_rest_int_https:external:P23_13_14_8443;10.22.28.64:443:vs_10019760_rnm-financial_rest_int_https:external:p23_13_14_8443;10.22.28.66:443:vs_10019556_peaks_rest_int_https:external:p23_13_14_8443;10.22.28.68:443:vs_10019152_sammediauk_rest_int_https:external:p23_13_14_8443;10.22.28.72:443:vs_10020192_sagebanking-cloud_rest_int_https:external:P23_13_14_8443;185.150.176.65:443:vs_10019068_acctech_rest_https:external:P23_13_14_8443;185.150.176.68:443:vs_10019552_denizen_rest_https:external:P23_13_14_8443;185.150.176.72:443:vs_10019568_castlight365_rest_https:external:P23_13_14_8443;185.150.176.74:443:vs_10019760_rnm-financial_rest_https:external:p23_13_14_8443;185.150.176.81:443:vs_10019556_peaks_rest_https:external:p23_13_14_8443;185.150.176.83:443:vs_10019152_sammediauk_rest_https:external:p23_13_14_8443;185.150.176.87:443:vs_10020192_sagebanking-cloud_rest_https:external:P23_13_14_8443",\N,"UP"
"10.22.23.13","8443","REST","Prod","10019152","sammediauk","ukprod041","","10.22.28.28:443:vs_10019068_acctech_rest_int_https:external:P23_13_14_8443;10.22.28.54:443:vs_10019552_denizen_rest_int_https:external:P23_13_14_8443;10.22.28.58:443:vs_10019568_castlight365_rest_int_https:external:P23_13_14_8443;10.22.28.64:443:vs_10019760_rnm-financial_rest_int_https:external:p23_13_14_8443;10.22.28.66:443:vs_10019556_peaks_rest_int_https:external:p23_13_14_8443;10.22.28.68:443:vs_10019152_sammediauk_rest_int_https:external:p23_13_14_8443;10.22.28.72:443:vs_10020192_sagebanking-cloud_rest_int_https:external:P23_13_14_8443;185.150.176.65:443:vs_10019068_acctech_rest_https:external:P23_13_14_8443;185.150.176.68:443:vs_10019552_denizen_rest_https:external:P23_13_14_8443;185.150.176.72:443:vs_10019568_castlight365_rest_https:external:P23_13_14_8443;185.150.176.74:443:vs_10019760_rnm-financial_rest_https:external:p23_13_14_8443;185.150.176.81:443:vs_10019556_peaks_rest_https:external:p23_13_14_8443;185.150.176.83:443:vs_10019152_sammediauk_rest_https:external:p23_13_14_8443;185.150.176.87:443:vs_10020192_sagebanking-cloud_rest_https:external:P23_13_14_8443",\N,"UP"
"10.22.23.13","8443","REST","Prod","10019552","Denizen","ukprod041","","10.22.28.28:443:vs_10019068_acctech_rest_int_https:external:P23_13_14_8443;10.22.28.54:443:vs_10019552_denizen_rest_int_https:external:P23_13_14_8443;10.22.28.58:443:vs_10019568_castlight365_rest_int_https:external:P23_13_14_8443;10.22.28.64:443:vs_10019760_rnm-financial_rest_int_https:external:p23_13_14_8443;10.22.28.66:443:vs_10019556_peaks_rest_int_https:external:p23_13_14_8443;10.22.28.68:443:vs_10019152_sammediauk_rest_int_https:external:p23_13_14_8443;10.22.28.72:443:vs_10020192_sagebanking-cloud_rest_int_https:external:P23_13_14_8443;185.150.176.65:443:vs_10019068_acctech_rest_https:external:P23_13_14_8443;185.150.176.68:443:vs_10019552_denizen_rest_https:external:P23_13_14_8443;185.150.176.72:443:vs_10019568_castlight365_rest_https:external:P23_13_14_8443;185.150.176.74:443:vs_10019760_rnm-financial_rest_https:external:p23_13_14_8443;185.150.176.81:443:vs_10019556_peaks_rest_https:external:p23_13_14_8443;185.150.176.83:443:vs_10019152_sammediauk_rest_https:external:p23_13_14_8443;185.150.176.87:443:vs_10020192_sagebanking-cloud_rest_https:external:P23_13_14_8443",\N,"UP"
"10.22.23.13","8443","REST","Prod","10019556","Peaks","ukprod041","","10.22.28.28:443:vs_10019068_acctech_rest_int_https:external:P23_13_14_8443;10.22.28.54:443:vs_10019552_denizen_rest_int_https:external:P23_13_14_8443;10.22.28.58:443:vs_10019568_castlight365_rest_int_https:external:P23_13_14_8443;10.22.28.64:443:vs_10019760_rnm-financial_rest_int_https:external:p23_13_14_8443;10.22.28.66:443:vs_10019556_peaks_rest_int_https:external:p23_13_14_8443;10.22.28.68:443:vs_10019152_sammediauk_rest_int_https:external:p23_13_14_8443;10.22.28.72:443:vs_10020192_sagebanking-cloud_rest_int_https:external:P23_13_14_8443;185.150.176.65:443:vs_10019068_acctech_rest_https:external:P23_13_14_8443;185.150.176.68:443:vs_10019552_denizen_rest_https:external:P23_13_14_8443;185.150.176.72:443:vs_10019568_castlight365_rest_https:external:P23_13_14_8443;185.150.176.74:443:vs_10019760_rnm-financial_rest_https:external:p23_13_14_8443;185.150.176.81:443:vs_10019556_peaks_rest_https:external:p23_13_14_8443;185.150.176.83:443:vs_10019152_sammediauk_rest_https:external:p23_13_14_8443;185.150.176.87:443:vs_10020192_sagebanking-cloud_rest_https:external:P23_13_14_8443",\N,"UP"
"10.22.23.13","8443","REST","Prod","10019568","Castlight365","ukprod041","","10.22.28.28:443:vs_10019068_acctech_rest_int_https:external:P23_13_14_8443;10.22.28.54:443:vs_10019552_denizen_rest_int_https:external:P23_13_14_8443;10.22.28.58:443:vs_10019568_castlight365_rest_int_https:external:P23_13_14_8443;10.22.28.64:443:vs_10019760_rnm-financial_rest_int_https:external:p23_13_14_8443;10.22.28.66:443:vs_10019556_peaks_rest_int_https:external:p23_13_14_8443;10.22.28.68:443:vs_10019152_sammediauk_rest_int_https:external:p23_13_14_8443;10.22.28.72:443:vs_10020192_sagebanking-cloud_rest_int_https:external:P23_13_14_8443;185.150.176.65:443:vs_10019068_acctech_rest_https:external:P23_13_14_8443;185.150.176.68:443:vs_10019552_denizen_rest_https:external:P23_13_14_8443;185.150.176.72:443:vs_10019568_castlight365_rest_https:external:P23_13_14_8443;185.150.176.74:443:vs_10019760_rnm-financial_rest_https:external:p23_13_14_8443;185.150.176.81:443:vs_10019556_peaks_rest_https:external:p23_13_14_8443;185.150.176.83:443:vs_10019152_sammediauk_rest_https:external:p23_13_14_8443;185.150.176.87:443:vs_10020192_sagebanking-cloud_rest_https:external:P23_13_14_8443",\N,"UP"
"10.22.23.13","8443","REST","Prod","10019760","RNM Financial","ukprod041","","10.22.28.28:443:vs_10019068_acctech_rest_int_https:external:P23_13_14_8443;10.22.28.54:443:vs_10019552_denizen_rest_int_https:external:P23_13_14_8443;10.22.28.58:443:vs_10019568_castlight365_rest_int_https:external:P23_13_14_8443;10.22.28.64:443:vs_10019760_rnm-financial_rest_int_https:external:p23_13_14_8443;10.22.28.66:443:vs_10019556_peaks_rest_int_https:external:p23_13_14_8443;10.22.28.68:443:vs_10019152_sammediauk_rest_int_https:external:p23_13_14_8443;10.22.28.72:443:vs_10020192_sagebanking-cloud_rest_int_https:external:P23_13_14_8443;185.150.176.65:443:vs_10019068_acctech_rest_https:external:P23_13_14_8443;185.150.176.68:443:vs_10019552_denizen_rest_https:external:P23_13_14_8443;185.150.176.72:443:vs_10019568_castlight365_rest_https:external:P23_13_14_8443;185.150.176.74:443:vs_10019760_rnm-financial_rest_https:external:p23_13_14_8443;185.150.176.81:443:vs_10019556_peaks_rest_https:external:p23_13_14_8443;185.150.176.83:443:vs_10019152_sammediauk_rest_https:external:p23_13_14_8443;185.150.176.87:443:vs_10020192_sagebanking-cloud_rest_https:external:P23_13_14_8443",\N,"UP"
"10.22.23.13","8543","YSL","Prod","10018988","ING NED","ukprod021","releasevalue_kalam_5_10_","10.22.28.73:443:vs_10020192_sagebanking-cloud_ysl_int_https:external:P23_13_14_8543;185.150.176.89:443:vs_10020192_sagebanking-cloud_ysl_https:external:P23_13_14_8543",\N,"UP"
"10.22.23.13","8543","YSL","Prod","10019068","Accounting Technologies","ukprod041","releasevalue_kalam_5_10_","10.22.28.73:443:vs_10020192_sagebanking-cloud_ysl_int_https:external:P23_13_14_8543;185.150.176.89:443:vs_10020192_sagebanking-cloud_ysl_https:external:P23_13_14_8543",\N,"UP"
"10.22.23.13","8543","YSL","Prod","10019072","AccountScore","ukprod041","releasevalue_kalam_5_10_","10.22.28.73:443:vs_10020192_sagebanking-cloud_ysl_int_https:external:P23_13_14_8543;185.150.176.89:443:vs_10020192_sagebanking-cloud_ysl_https:external:P23_13_14_8543",\N,"UP"
